"popularity","runtime","title","vote_average","Action","Comedy","Drama","Animation","Thriller","Romance","budget_mil","revenue_mil","original_language_en","year"
81.834855,116,"World War Z",6.7,1,0,1,0,1,0,200,531.865,1,2013
118.078691,131,"X-Men: Days of Future Past",7.5,1,0,0,0,0,0,250,747.862775,1,2014
78.291018,132,"Star Trek Into Darkness",7.4,1,0,0,0,0,0,190,467.365246,1,2013
43.349855,114,"Jack the Giant Slayer",5.5,1,0,0,0,0,0,195,197.687603,1,2013
61.196071,143,"The Great Gatsby",7.3,0,0,1,0,0,1,105,351.040419,1,2013
62.169881,116,"Prince of Persia: The Sands of Time",6.2,1,0,0,0,0,1,150,335.154643,1,2010
56.523205,131,"Pacific Rim",6.7,1,0,0,0,0,0,180,407.602906,1,2013
28.529607,154,"Transformers: Dark of the Moon",6.1,1,0,0,0,0,0,195,1123.746996,1,2011
75.674458,122,"Indiana Jones and the Kingdom of the Crystal Skull",5.7,1,0,0,0,0,0,185,786.636033,1,2008
51.692953,93,"The Good Dinosaur",6.6,0,0,0,1,0,0,175,331.926147,1,2015
125.114374,93,"Brave",6.7,1,1,0,1,0,0,185,538.983207,1,2012
65.352913,122,"Star Trek Beyond",6.6,1,0,0,0,0,0,185,343.471816,1,2016
66.390712,98,"WALL·E",7.8,0,0,0,1,0,0,180,521.31186,1,2008
22.57178,91,"Rush Hour 3",6.1,1,1,0,0,1,0,140,258.022233,1,2007
45.274225,158,"2012",5.6,1,0,0,0,0,0,200,769.653595,1,2009
39.744242,96,"A Christmas Carol",6.6,0,0,1,1,0,0,200,325.233863,1,2009
85.36908,124,"Jupiter Ascending",5.2,1,0,0,0,0,0,176.000003,183.987723,1,2015
42.741719,109,"The Legend of Tarzan",5.5,1,0,0,0,0,0,180,356.743061,1,2016
187.322927,152,"The Dark Knight",8.2,1,0,1,0,1,0,185,1004.558444,1,2008
92.201962,96,"Up",7.7,0,1,0,1,0,0,175,735.099082,1,2009
36.167578,94,"Monsters vs Aliens",6,0,0,0,1,0,0,175,381.50987,1,2009
120.725053,126,"Iron Man",7.4,1,0,0,0,0,0,140,585.174222,1,2008
32.319043,126,"Hugo",7,0,0,1,0,0,0,170,185.77016,1,2011
40.748915,106,"Wild Wild West",5.1,1,1,0,0,0,0,170,222.104681,1,1999
60.034162,112,"The Mummy: Tomb of the Dragon Emperor",5.2,1,0,0,0,0,0,145,401.128639,1,2008
90.23792,123,"Suicide Squad",5.9,1,0,0,0,0,0,175,745,1,2016
27.082182,96,"Evan Almighty",5.3,0,1,0,0,0,0,175,173,1,2007
79.456485,113,"Edge of Tomorrow",7.6,1,0,0,0,0,0,178,370.541256,1,2014
44.640292,135,"Waterworld",5.9,1,0,0,0,0,0,175,264.21822,1,1995
32.852443,118,"G.I. Joe: The Rise of Cobra",5.6,1,0,0,0,1,0,175,302.469017,1,2009
128.655964,94,"Inside Out",8,0,1,1,1,0,0,175,857.611174,1,2015
94.199316,106,"The Jungle Book",6.7,0,0,1,0,0,0,175,966.5506,1,2016
77.300194,124,"Iron Man 2",6.6,1,0,0,0,0,0,200,623.933331,1,2010
77.178973,127,"Snow White and the Huntsman",5.8,0,0,1,0,0,0,170,396.6,1,2012
110.620647,97,"Maleficent",7,1,0,0,0,0,1,180,758.539785,1,2014
243.791743,130,"Dawn of the Planet of the Apes",7.3,1,0,1,0,1,0,170,710.644566,1,2014
2.418535,109,"The Lovers",4.8,1,0,0,0,0,1,27,0,1,2015
41.796339,119,"47 Ronin",5.9,1,0,1,0,0,0,175,150.962475,1,2013
72.225265,136,"Captain America: The Winter Soldier",7.6,1,0,0,0,0,0,170,714.766572,1,2014
44.041186,93,"Shrek Forever After",6,0,1,0,1,0,0,165,752.600867,1,2010
203.73459,102,"Big Hero 6",7.8,1,1,0,1,0,0,165,652.105443,1,2014
62.341073,108,"Wreck-It Ralph",7.1,0,1,0,1,0,0,165,471.222889,1,2012
47.323228,100,"The Polar Express",6.4,0,0,0,1,0,0,165,305.87573,1,2004
48.775723,120,"Independence Day: Resurgence",4.9,1,0,0,0,0,0,165,389.681935,1,2016
67.263269,98,"How to Train Your Dragon",7.5,0,0,0,1,0,0,165,494.878759,1,2010
69.405188,109,"Terminator 3: Rise of the Machines",5.9,1,0,0,0,1,0,200,435,1,2003
481.098624,121,"Guardians of the Galaxy",7.9,1,0,0,0,0,0,170,773.328629,1,2014
724.247784,169,"Interstellar",8.1,0,0,1,0,0,0,165,675.120017,1,2014
167.58371,148,"Inception",8.1,1,0,0,0,1,0,160,825.532764,1,2010
9.476999,120,"Shin Godzilla",6.5,1,0,1,0,0,0,15,77,0,2016
108.849621,169,"The Hobbit: An Unexpected Journey",7,1,0,0,0,0,0,250,1021.103568,1,2012
6.909942,106,"The Fast and the Furious",6.6,1,0,0,0,1,0,38,207.283925,1,2001
60.269279,166,"The Curious Case of Benjamin Button",7.3,0,0,1,0,1,1,150,333.932083,1,2008
3.195174,132,"X-Men: First Class",7.1,1,0,0,0,0,0,160,353.624124,1,2011
127.284427,137,"The Hunger Games: Mockingjay - Part 2",6.6,1,0,0,0,0,0,160,653.428261,1,2015
35.580815,109,"The Sorcerer's Apprentice",5.8,1,1,1,0,0,0,150,215.283742,1,2010
21.133748,99,"Poseidon",5.5,1,0,1,0,1,0,160,181.674817,1,2006
42.986467,93,"Shrek the Third",6,0,1,0,1,0,0,160,798.958165,1,2007
63.148529,123,"Warcraft",6.3,1,0,0,0,0,0,160,433.677183,1,2016
202.042635,126,"Terminator Genisys",5.8,1,0,0,0,1,0,155,440.603537,1,2015
34.20669,183,"Pearl Harbor",6.6,0,0,0,0,0,1,140,449.220945,1,2001
25.468493,144,"Transformers",6.6,1,0,0,0,0,0,150,709.70978,1,2007
39.019229,175,"Alexander",5.6,1,0,1,0,0,1,155,167.298192,1,2004
56.758411,92,"Hancock",6.2,1,0,0,0,0,0,150,624.029371,1,2008
70.867401,101,"I Am Legend",6.9,1,0,1,0,1,0,150,585.34901,1,2007
53.905592,115,"Charlie and the Chocolate Factory",6.7,0,1,0,0,0,0,150,474.968763,1,2005
65.677399,111,"Ratatouille",7.5,0,1,0,1,0,0,150,623.722818,1,2007
115.040024,140,"Batman Begins",7.5,1,0,1,0,0,0,150,374.218673,1,2005
44.141021,89,"Madagascar: Escape 2 Africa",6.2,0,0,0,1,0,0,150,603.900354,1,2008
81.781591,105,"Night at the Museum: Battle of the Smithsonian",5.9,1,1,0,0,0,0,150,413.10617,1,2009
5.954334,107,"X-Men Origins: Wolverine",6.2,1,0,0,0,1,0,150,373.062864,1,2009
73.313918,129,"The Matrix Revolutions",6.4,1,0,0,0,1,0,150,424.988211,1,2003
165.125366,102,"Frozen",7.3,0,0,0,1,0,0,150,1274.219009,1,2013
70.78591,138,"The Matrix Reloaded",6.7,1,0,0,0,1,0,150,738.599701,1,2003
99.499595,112,"Thor: The Dark World",6.8,1,0,0,0,0,0,170,644.571402,1,2013
434.278564,120,"Mad Max: Fury Road",7.2,1,0,0,0,1,0,150,378.85834,1,2015
67.447636,138,"Angels & Demons",6.5,0,0,0,0,1,0,150,356.613439,1,2009
86.493424,115,"Thor",6.6,1,0,0,0,0,0,150,449.326618,1,2011
41.845878,98,"Bolt",6.3,0,1,0,1,0,0,150,309.979994,1,2008
26.710398,88,"G-Force",5.1,1,1,0,0,0,0,150,292.817841,1,2009
50.306728,113,"Dark Shadows",5.7,0,1,0,0,0,0,150,245.527149,1,2012
114.522237,131,"Mission: Impossible - Rogue Nation",7.1,1,0,0,0,1,0,150,682.330139,1,2015
21.214571,102,"The Wolfman",5.5,0,0,1,0,1,0,150,0,1,2010
29.332905,91,"Bee Movie",5.7,0,1,0,1,0,0,150,287.594577,1,2007
51.247321,91,"Kung Fu Panda 2",6.7,0,0,0,1,0,0,150,665.692281,1,2011
33.769336,103,"The Last Airbender",4.7,1,0,0,0,0,0,150,318.502923,1,2010
63.079003,126,"Mission: Impossible III",6.5,1,0,0,0,1,0,150,397.850012,1,2006
39.004588,131,"White House Down",6.4,1,0,1,0,1,0,150,205.366737,1,2013
12.362599,88,"Mars Needs Moms",5.5,0,0,0,1,0,0,150,38.992758,1,2011
22.550135,85,"Flushed Away",6,0,1,0,1,0,0,149,64.459316,1,2006
38.73494,92,"Mr. Peabody & Sherman",6.7,0,0,0,1,0,0,145,272.91243,1,2014
66.803149,163,"Troy",6.9,0,0,1,0,0,0,175,497.409852,1,2004
44.989192,93,"Madagascar 3: Europe's Most Wanted",6.4,0,0,0,1,0,0,145,746.921274,1,2012
54.159392,133,"Die Another Day",5.8,1,0,0,0,1,0,140,431.971116,1,2002
66.21806,116,"Ghostbusters",5.3,1,1,0,0,0,0,144,229.147509,1,2016
58.485967,151,"Armageddon",6.4,1,0,0,0,1,0,140,553.799566,1,1998
91.332849,88,"Men in Black II",6,1,1,0,0,0,0,140,441.818803,1,2002
35.601665,115,"Beowulf",5.5,1,0,0,1,0,0,70,195.735876,1,2007
56.747978,95,"Kung Fu Panda 3",6.7,1,1,0,1,0,0,145,521.170825,1,2016
77.77477,133,"Mission: Impossible - Ghost Protocol",6.8,1,0,0,0,1,0,145,694.71338,1,2011
61.788035,97,"Rise of the Guardians",7.1,0,0,0,1,0,0,145,306.94167,1,2012
25.159168,90,"Fun with Dick and Jane",5.9,0,1,0,0,0,0,100,202.026112,1,2005
52.341226,154,"The Last Samurai",7.3,1,0,1,0,0,0,140,456.758981,1,2003
101.599427,150,"Exodus: Gods and Kings",5.6,1,0,1,0,0,0,140,268.031828,1,2014
73.616808,127,"Star Trek",7.4,1,0,0,0,0,0,150,385.680446,1,2009
82.502566,121,"Spider-Man",6.8,1,0,0,0,0,0,139,821.708551,1,2002
100.21391,102,"How to Train Your Dragon 2",7.6,1,1,0,1,0,0,145,609.123048,1,2014
17.88953,121,"Stealth",4.9,1,0,0,0,0,0,135,76.932943,1,2005
64.798873,163,"Watchmen",7,1,0,0,0,0,0,130,185.258983,1,2009
24.855701,127,"Lethal Weapon 4",6.3,1,1,0,0,1,0,140,285.444603,1,1998
34.981698,138,"Hulk",5.3,1,0,1,0,0,0,137,245.36048,1,2003
59.325589,110,"G.I. Joe: Retaliation",5.4,1,0,0,0,1,0,130,371.876278,1,2013
21.605568,124,"Sahara",5.7,1,1,1,0,0,0,130,119.269486,1,2005
26.074908,106,"Final Fantasy: The Spirits Within",5.9,1,0,0,1,1,0,137,85.13183,1,2001
74.506246,124,"Captain America: The First Avenger",6.6,1,0,0,0,0,0,140,370.569774,1,2011
39.604363,128,"The World Is Not Enough",6,1,0,0,0,1,0,135,361.8324,1,1999
99.687084,115,"The Twilight Saga: Breaking Dawn - Part 2",6.1,0,0,1,0,0,1,120,829,1,2012
17.7735,100,"Happy Feet Two",5.8,0,1,0,1,0,0,130,150.406466,1,2011
62.898336,114,"The Incredible Hulk",6.1,1,0,0,0,0,0,150,163.712074,1,2008
100.635882,156,"The Revenant",7.3,0,0,1,0,1,0,135,532.950503,1,2015
44.765377,96,"Turbo",6.1,0,0,0,1,0,0,135,282.570682,1,2013
29.91353,107,"Rango",6.6,0,1,0,1,0,0,135,245.724603,1,2011
84.366984,92,"Penguins of Madagascar",6.5,0,1,0,1,0,0,132,373.552094,1,2014
45.381501,115,"The Bourne Ultimatum",7.3,1,0,1,0,1,0,70,442.824138,1,2007
84.689648,90,"Kung Fu Panda",6.9,0,1,0,1,0,0,130,631.74456,1,2008
120.09361,117,"Ant-Man",7,1,0,0,0,0,0,130,519.311965,1,2015
76.310119,146,"The Hunger Games: Catching Fire",7.4,1,0,0,0,0,0,130,847.423452,1,2013
63.473086,94,"Home",6.8,0,1,0,1,0,0,135,368.871007,1,2015
48.572726,116,"War of the Worlds",6.2,0,0,0,0,1,0,132,591.739379,1,2005
38.068736,147,"Bad Boys II",6.3,1,1,0,0,1,0,130,273.339556,1,2003
20.678787,90,"Puss in Boots",6.4,1,0,0,1,0,0,130,554.987477,1,2011
48.829437,100,"Salt",6.2,1,0,0,0,1,0,110,293.329073,1,2010
46.115758,139,"Noah",5.6,0,0,1,0,0,0,125,362.637473,1,2014
89.938296,107,"The Adventures of Tintin",6.7,0,0,0,1,0,0,130,371.940071,1,2011
28.840997,165,"Australia",6.3,0,0,1,0,0,0,130,49.554002,1,2008
42.840582,100,"After Earth",5,1,0,0,0,0,0,130,243.843127,1,2013
26.548594,82,"Dinosaur",6.2,0,0,0,1,0,0,127.5,354.248063,1,2000
115.597753,97,"Night at the Museum: Secret of the Tomb",6.1,0,1,0,0,0,0,127,349.424282,1,2014
68.757242,95,"Megamind",6.7,1,1,0,1,0,0,130,321.887208,1,2010
39.448066,96,"R.I.P.D.",5.4,1,1,0,0,0,0,130,61.6485,1,2013
271.972889,143,"Pirates of the Caribbean: The Curse of the Black Pearl",7.5,1,0,0,0,0,0,140,655.011224,1,2003
206.227151,123,"The Hunger Games: Mockingjay - Part 1",6.6,0,0,0,0,1,0,125,752.100229,1,2014
45.313197,149,"The Da Vinci Code",6.5,0,0,0,0,1,0,125,767.820459,1,2006
42.40024,102,"Rio 2",6.3,0,1,0,1,0,0,103,500.188435,1,2014
2.871739,133,"X2",6.8,1,0,0,0,1,0,110,407.711549,1,2003
7.255718,130,"Fast Five",7.1,1,0,0,0,1,0,125,626.137675,1,2011
81.499621,129,"Sherlock Holmes: A Game of Shadows",7,1,0,0,0,0,0,125,334.615,1,2011
47.686442,106,"Clash of the Titans",5.6,1,0,0,0,0,0,125,232.713139,1,2010
43.129703,113,"Total Recall",7.1,1,0,0,0,0,0,65,261.317921,1,1990
27.220157,102,"The 13th Warrior",6.4,1,0,0,0,0,0,160,61.698899,1,1999
90.33681,120,"The Bourne Legacy",6,1,0,0,0,1,0,130,276.572938,1,2012
50.073575,125,"Batman & Robin",4.2,1,0,0,0,0,0,125,238.207122,1,1997
45.419668,104,"How the Grinch Stole Christmas",6.2,0,1,0,0,0,0,123,345.141403,1,2000
41.380094,124,"The Day After Tomorrow",6.2,1,0,0,0,1,0,125,544.272402,1,2004
54.931334,123,"Mission: Impossible II",5.9,1,0,0,0,1,0,125,546.388105,1,2000
25.752118,130,"The Perfect Storm",6.2,0,0,1,0,0,0,120,325.756637,1,2000
60.810723,92,"Fantastic 4: Rise of the Silver Surfer",5.4,1,0,0,0,1,0,130,289.047763,1,2007
51.328145,127,"Life of Pi",7.2,1,0,1,0,0,0,120,609.016565,1,2012
46.834704,114,"Ghost Rider",5.2,1,0,0,0,1,0,110,228.738393,1,2007
62.641286,123,"Jason Bourne",5.9,1,0,0,0,1,0,120,415.484914,1,2016
33.616115,106,"Charlie's Angels: Full Throttle",5.2,1,1,0,0,0,0,120,259.175788,1,2003
27.990284,78,"Stuart Little 2",5.4,0,1,0,1,0,0,120,169.956806,1,2002
67.33767,109,"Elysium",6.4,1,0,1,0,1,0,115,286.1407,1,2013
27.835436,119,"The Chronicles of Riddick",6.3,1,0,0,0,0,0,105,115.772733,1,2004
66.757869,102,"RoboCop",5.7,1,0,0,0,0,0,120,242.688965,1,2014
17.060695,135,"Speed Racer",5.7,1,0,0,0,0,0,120,93.945766,1,2008
11.137655,121,"How Do You Know",4.9,0,1,1,0,0,1,120,48.668907,1,2010
44.906918,109,"Knight and Day",5.9,1,1,0,0,0,0,117,261.930431,1,2010
67.698004,124,"Oblivion",6.4,1,0,0,0,0,0,120,286.168572,1,2013
44.108427,140,"Star Wars: Episode III - Revenge of the Sith",7.1,1,0,0,0,0,0,113,850,1,2005
43.987061,142,"Star Wars: Episode II - Attack of the Clones",6.4,1,0,0,0,0,0,120,649.398328,1,2002
106.815545,92,"Monsters, Inc.",7.5,0,1,0,1,0,0,115,562.816256,1,2001
15.953444,126,"The Wolverine",6.3,1,0,0,0,0,0,120,415.440673,1,2013
54.035265,136,"Star Wars: Episode I - The Phantom Menace",6.3,1,0,0,0,0,0,115,924.317558,1,1999
64.183321,98,"The Croods",6.8,0,1,0,1,0,0,135,585.178928,1,2013
20.344364,116,"Asterix at the Olympic Games",5,0,1,0,0,0,0,97.2504,132.9,0,2008
18.714197,134,"Windtalkers",5.8,1,0,1,0,0,0,115,77.628265,1,2002
60.467984,114,"The Huntsman: Winter's War",6,1,0,1,0,0,0,115,164.602163,1,2016
143.350376,101,"Teenage Mutant Ninja Turtles",5.8,1,1,0,0,0,0,125,477.2,1,2014
110.153618,91,"Gravity",7.3,0,0,1,0,1,0,105,716.392705,1,2013
16.90444,108,"Dante's Peak",5.7,1,0,0,0,1,0,116,178.12776,1,1997
39.873791,112,"Teenage Mutant Ninja Turtles: Out of the Shadows",5.8,1,1,0,0,0,0,135,245.623848,1,2016
38.126095,100,"Fantastic Four",4.4,1,0,0,0,0,0,120,167.977596,1,2015
48.780039,108,"Night at the Museum",6.3,1,1,0,0,0,0,110,574.480841,1,2006
100.412364,114,"San Andreas",6,1,0,1,0,1,0,110,470.490832,1,2015
42.887121,119,"Tomorrow Never Dies",6,1,0,0,0,1,0,110,333.011068,1,1997
23.657284,165,"The Patriot",6.8,1,0,1,0,0,0,110,215.294342,1,2000
76.840712,125,"Ocean's Twelve",6.4,0,0,0,0,1,0,110,362.74428,1,2004
44.635452,120,"Mr. & Mrs. Smith",6.5,1,1,1,0,1,0,110,478.20752,1,2005
103.718387,119,"Insurgent",6.2,0,0,0,0,1,0,110,295.238201,1,2015
45.616098,170,"The Aviator",7,0,0,1,0,0,0,116,102,1,2004
22.845143,85,"Gulliver's Travels",4.9,0,1,0,0,0,0,112,237.382724,1,2010
31.703608,119,"The Green Hornet",5.5,1,1,0,0,0,0,120,227.817248,1,2011
71.510596,102,"300: Rise of an Empire",6.1,1,0,0,0,0,0,110,337.580051,1,2014
36.65422,103,"The Smurfs",5.5,0,1,0,1,0,0,110,563.749323,1,2011
19.625972,76,"Home on the Range",5.7,0,0,0,1,0,0,110,103.951461,1,2004
37.195046,127,"Real Steel",6.6,1,0,1,0,0,0,110,299.268508,1,2011
32.473628,105,"The Smurfs 2",5.5,0,1,0,1,0,0,105,347.434178,1,2013
23.336875,121,"Speed 2: Cruise Control",4.1,1,0,0,0,1,0,160,164.508066,1,1997
45.94834,114,"Ender's Game",6.6,1,0,0,0,0,0,110,125.537191,1,2013
48.93337,128,"Live Free or Die Hard",6.4,1,0,0,0,1,0,110,383.531464,1,2007
138.049577,178,"The Lord of the Rings: The Fellowship of the Ring",8,1,0,0,0,0,0,93,871.368364,1,2001
22.643776,120,"Around the World in 80 Days",5.7,1,1,0,0,0,0,110,72.178895,1,2004
18.866672,157,"Ali",6.7,0,0,1,0,0,0,107,87.713825,1,2001
18.251129,82,"The Cat in the Hat",4.9,0,1,0,0,0,0,0,0,1,2003
95.914473,115,"I, Robot",6.7,1,0,0,0,0,0,120,347.234916,1,2004
44.490453,144,"Kingdom of Heaven",6.6,1,0,1,0,0,0,130,211.643158,1,2005
30.475297,84,"Stuart Little",5.8,0,1,0,1,0,0,133,300.135367,1,1999
62.479574,97,"The Princess and the Frog",6.7,0,0,0,1,0,1,105,267.045765,1,2009
167.93287,141,"The Martian",7.6,0,0,1,0,0,0,108,630.16189,1,2015
37.68056,136,"The Island",6.5,1,0,0,0,1,0,126,162.949164,1,2005
1.004579,104,"Town & Country",3.7,0,1,0,0,0,1,90,10.372291,1,2001
52.995628,118,"Gone in Sixty Seconds",6.1,1,0,0,0,1,0,90,237.202299,1,2000
95.301296,155,"Gladiator",7.9,1,0,1,0,0,0,103,457.640427,1,2000
65.948959,145,"Minority Report",7.1,1,0,0,0,1,0,102,358.372926,1,2002
88.935165,144,"Casino Royale",7.3,1,0,0,0,1,0,150,599.04596,1,2006
51.188633,119,"Planet of the Apes",5.6,1,0,0,0,1,0,100,362.21174,1,2001
101.74155,137,"Terminator 2: Judgment Day",7.7,1,0,0,0,1,0,100,520,1,1991
33.691694,140,"Public Enemies",6.5,0,0,1,0,0,0,80,214.10462,1,2009
42.361215,157,"American Gangster",7.4,0,0,1,0,0,0,100,266.465037,1,2007
38.729418,141,"True Lies",6.8,1,0,0,0,1,0,115,378.882411,1,1994
40.597856,106,"The Taking of Pelham 1 2 3",6.2,0,0,1,0,1,0,100,150.166126,1,2009
32.389353,98,"Little Fockers",5.4,0,1,0,0,0,1,100,310.650585,1,2010
24.399642,107,"The Other Guys",6.1,1,1,0,0,0,0,100,170.432927,1,2010
24.507987,115,"Eraser",5.6,1,0,1,0,1,0,100,242.295562,1,1996
82.121691,165,"Django Unchained",7.8,0,0,1,0,0,0,100,425.368238,1,2012
46.727941,91,"The Hunchback of Notre Dame",6.8,0,0,1,1,0,0,100,100.138851,1,1996
51.113717,78,"The Emperor's New Groove",7.2,0,1,0,1,0,0,100,169.327687,1,2000
53.732892,103,"The Expendables 2",6.1,1,0,0,0,1,0,100,312.573423,1,2012
58.849256,131,"National Treasure",6.4,1,0,0,0,1,0,100,347.451894,1,2004
30.863434,104,"Eragon",4.9,1,0,0,0,0,0,100,249.288105,1,2006
36.711378,102,"Epic",6.4,0,0,0,1,0,0,100,268.426634,1,2013
41.426678,103,"The Tourist",6,1,0,0,0,1,1,100,278.731369,1,2010
20.652943,121,"End of Days",5.5,1,0,0,0,0,0,100,211.989043,1,1999
52.792678,143,"Blood Diamond",7.3,1,0,1,0,1,0,100,170.877916,1,2006
95.007934,180,"The Wolf of Wall Street",7.9,0,1,1,0,0,0,100,392.000694,1,2013
48.205606,121,"Batman Forever",5.2,1,0,0,0,0,0,100,336.529144,1,1995
58.782359,129,"Starship Troopers",6.7,1,0,0,0,1,0,105,121.214377,1,1997
73.872343,172,"Cloud Atlas",6.6,0,0,1,0,0,0,102,130.482868,1,2012
37.321848,97,"Legend of the Guardians: The Owls of Ga'Hoole",6.5,0,0,0,1,0,0,80,140.07339,1,2010
32.271938,104,"Catwoman",4.2,1,0,0,0,0,0,100,82.102379,1,2004
76.842247,99,"Hercules",5.6,1,0,0,0,0,0,100,243.4,1,2014
38.924136,95,"Treasure Planet",7.2,0,0,0,1,0,0,140,109.578115,1,2002
19.38841,102,"Land of the Lost",5.3,0,1,0,0,0,0,100,68.688831,1,2009
61.025639,127,"The Expendables 3",6.1,1,0,0,0,1,0,90,206.172544,1,2014
33.507289,114,"Point Break",5.5,1,0,0,0,1,0,105,133.718711,1,2015
17.815595,94,"Son of the Mask",3.6,0,1,0,0,0,0,84,0,1,2005
50.767332,122,"In the Heart of the Sea",6.5,1,0,1,0,1,0,100,93.820758,1,2015
12.092241,95,"The Adventures of Pluto Nash",4.4,1,1,0,0,0,0,100,7.103973,1,2002
30.254021,115,"Green Zone",6.4,1,0,1,0,1,0,100,94.882889,1,2010
34.308098,88,"The Peanuts Movie",6.5,0,0,0,1,0,0,99,246.233113,1,2015
3.091077,110,"The Spanish Prisoner",7.1,0,0,1,0,1,0,10,13.83513,1,1997
41.862983,130,"The Mummy Returns",6,1,0,0,0,0,0,98,433.013274,1,2001
46.160048,167,"Gangs of New York",7.1,0,0,1,0,0,0,100,193.772504,1,2002
12.516546,145,"The Flowers of War",7.1,0,0,1,0,0,0,94,95.311434,0,2011
23.230851,85,"Surf's Up",5.9,0,1,0,1,0,0,85,149.044513,1,2007
19.224754,93,"The Stepford Wives",5.4,1,1,0,0,0,0,90,102,1,2004
44.455166,144,"Black Hawk Down",7.2,1,0,0,0,0,0,92,172.989651,1,2001
16.460356,85,"The Campaign",5.6,0,1,0,0,0,0,0,104.907746,1,2012
109.528572,126,"The Fifth Element",7.3,1,0,0,0,1,0,90,263.92018,1,1997
18.325897,146,"Sex and the City 2",5.4,0,1,1,0,0,1,100,288.347692,1,2010
37.054554,89,"The Road to El Dorado",7,0,1,0,1,0,0,95,76.432727,1,2000
65.229868,88,"Ice Age: Continental Drift",6.2,0,1,0,1,0,0,95,877.244782,1,2012
101.187052,105,"Cinderella",6.7,0,0,1,0,0,1,95,543.514353,1,2015
29.257137,136,"The Lovely Bones",6.6,0,0,1,0,0,0,65,93.525586,1,2009
85.688789,100,"Finding Nemo",7.6,0,0,0,1,0,0,94,940.335536,1,2003
123.630332,201,"The Lord of the Rings: The Return of the King",8.1,1,0,0,0,0,0,94,1118.888979,1,2003
