"Date","rented_bikes","temp_c","humidity_pct","wind_speed","snowfall_cm","season","holiday"
"14/12/2017",6398,-6.87083333333333,42.5416666666667,0.8875,0,"Winter","No Holiday"
"15/01/2018",6334,4.70833333333333,63.9166666666667,1.47916666666667,0,"Winter","No Holiday"
"15/02/2018",3484,-0.45,27.75,2.38333333333333,0,"Winter","Holiday"
"15/03/2018",6227,13,91.2916666666667,2.0125,0,"Spring","No Holiday"
"15/04/2018",10207,9.4125,67.7083333333333,2.3375,0,"Spring","No Holiday"
"15/05/2018",28478,22.6875,56.4583333333333,1.07916666666667,0,"Spring","No Holiday"
"15/06/2018",33492,21.8583333333333,60.75,1.40416666666667,0,"Summer","No Holiday"
"15/07/2018",22790,28.2666666666667,69.9166666666667,1.63333333333333,0,"Summer","No Holiday"
"15/08/2018",18565,31.55,59.75,1.11666666666667,0,"Summer","Holiday"
"15/09/2018",25079,23.2125,75.875,0.991666666666667,0,"Autumn","No Holiday"
"15/10/2018",26198,15.0916666666667,70.4166666666667,1.32083333333333,0,"Autumn","No Holiday"
"15/11/2018",21502,9.57916666666667,55.7083333333333,1.02083333333333,0,"Autumn","No Holiday"
"15/12/2017",7198,-3.27916666666667,50.4583333333333,0.983333333333333,0,"Winter","No Holiday"
"16/01/2018",6705,3.27916666666667,59.4583333333333,0.758333333333333,0,"Winter","No Holiday"
"16/02/2018",2593,-1.0875,40.5,2.09166666666667,0,"Winter","Holiday"
"16/03/2018",15277,7.35416666666667,50.0416666666667,1.9,0,"Spring","No Holiday"
"16/04/2018",23198,11.4291666666667,43.875,1.6,0,"Spring","No Holiday"
"16/05/2018",6416,22.4208333333333,90.6666666666667,1.8,0,"Spring","No Holiday"
"16/06/2018",34360,22.3,54.125,1.475,0,"Summer","No Holiday"
"16/07/2018",26823,28.725,64.3333333333333,1.71666666666667,0,"Summer","No Holiday"
"16/08/2018",25329,30.1541666666667,53.1666666666667,1.62916666666667,0,"Summer","No Holiday"
"16/09/2018",14178,22.3416666666667,82.9166666666667,1.74583333333333,0,"Autumn","No Holiday"
"16/10/2018",26956,14.475,55.625,1.2,0,"Autumn","No Holiday"
"16/11/2018",20660,9.00833333333333,63.3333333333333,1.675,0,"Autumn","No Holiday"
"16/12/2017",4632,-5.2875,46.3333333333333,2.95416666666667,0,"Winter","No Holiday"
"17/01/2018",6292,4.55,63.4166666666667,1.22916666666667,0,"Winter","No Holiday"
"17/02/2018",3118,-2.89166666666667,26.875,2.72083333333333,0,"Winter","Holiday"
"17/03/2018",15389,6.38333333333333,47.9166666666667,1.59583333333333,0,"Spring","No Holiday"
"17/04/2018",22234,12.8083333333333,36.9166666666667,1.8125,0,"Spring","No Holiday"
"17/05/2018",3521,21.1375,95.875,1.16666666666667,0,"Spring","No Holiday"
"17/06/2018",32487,22.7333333333333,67.125,1.425,0,"Summer","No Holiday"
"17/07/2018",28435,28.0833333333333,65.4166666666667,1.74583333333333,0,"Summer","No Holiday"
"17/08/2018",28820,27.0833333333333,39.8333333333333,1.80416666666667,0,"Summer","No Holiday"
"17/09/2018",30290,22.3291666666667,64.6666666666667,2.01666666666667,0,"Autumn","No Holiday"
"17/10/2018",26502,12.7833333333333,53.0416666666667,1.22083333333333,0,"Autumn","No Holiday"
"17/11/2018",15689,4.98333333333333,53.3333333333333,1.4625,0,"Autumn","No Holiday"
"17/12/2017",3776,-7.0125,37.625,1.90416666666667,0,"Winter","No Holiday"
"18/01/2018",6383,2.31666666666667,62.5416666666667,1.875,0,"Winter","No Holiday"
"18/02/2018",4562,-0.679166666666667,26.5,1.2875,0,"Winter","No Holiday"
"18/03/2018",9609,8.06666666666667,53.8333333333333,1.17083333333333,0,"Spring","No Holiday"
"18/04/2018",21670,12.3791666666667,35.4166666666667,1.94166666666667,0,"Spring","No Holiday"
"18/05/2018",16087,16.8958333333333,89.2083333333333,1.30416666666667,0,"Spring","No Holiday"
"18/06/2018",27541,24.8,55.875,1.53333333333333,0,"Summer","No Holiday"
"18/07/2018",27896,28.2333333333333,65.2083333333333,1.4,0,"Summer","No Holiday"
"18/08/2018",26398,26.5458333333333,44.5416666666667,1.40416666666667,0,"Summer","No Holiday"
"18/09/2018",0,21.85,59.6666666666667,1.32916666666667,0,"Autumn","No Holiday"
"18/10/2018",26504,12.5958333333333,59.6666666666667,1.125,0,"Autumn","No Holiday"
"18/11/2018",14319,5.875,47.0833333333333,1.14583333333333,0,"Autumn","No Holiday"
"18/12/2017",2620,-1.97083333333333,77,1.18333333333333,2.4875,"Winter","No Holiday"
"19/01/2018",7472,1.05416666666667,40.875,1.65416666666667,0,"Winter","No Holiday"
"19/02/2018",7604,1.72916666666667,46.5,1.5,0,"Winter","No Holiday"
"19/03/2018",8968,8.02083333333333,68.75,2.37916666666667,0,"Spring","No Holiday"
"19/04/2018",17730,13.7875,37.5416666666667,1.925,0,"Spring","No Holiday"
"19/05/2018",30994,17.2666666666667,47.0833333333333,1.5375,0,"Spring","No Holiday"
"19/06/2018",35349,22.5916666666667,61.1666666666667,1.75416666666667,0,"Summer","No Holiday"
"19/07/2018",27820,28.5583333333333,64.25,1.72083333333333,0,"Summer","No Holiday"
"19/08/2018",24547,27.8625,50.5833333333333,1.225,0,"Summer","No Holiday"
"19/09/2018",0,22.2041666666667,59.75,0.95,0,"Autumn","No Holiday"
"19/10/2018",27437,13.0958333333333,54.4166666666667,1.4875,0,"Autumn","No Holiday"
"19/11/2018",18956,6.70416666666667,53.2916666666667,1.375,0,"Autumn","No Holiday"
"19/12/2017",4334,-3.53333333333333,50.2083333333333,2.17083333333333,2.31666666666667,"Winter","No Holiday"
"2/1/18",6446,-1.49166666666667,43.7083333333333,1.76666666666667,0,"Winter","No Holiday"
"2/10/18",0,15.7833333333333,60.7916666666667,1.62916666666667,0,"Autumn","No Holiday"
"2/11/18",24077,10.5041666666667,54.125,1.12916666666667,0,"Autumn","No Holiday"
"2/12/17",8523,1.325,61.9583333333333,1.7125,0,"Winter","No Holiday"
"2/2/18",5954,-2.64583333333333,48.7083333333333,1.64166666666667,0,"Winter","No Holiday"
"2/3/18",8433,-1.14583333333333,36.375,1.64166666666667,0,"Spring","No Holiday"
"2/4/18",21585,18.2166666666667,65.5416666666667,2.00416666666667,0,"Spring","No Holiday"
"2/5/18",7448,16.0708333333333,88.9583333333333,1.85833333333333,0,"Spring","No Holiday"
"2/6/18",30693,23.5125,43.875,1.94166666666667,0,"Summer","No Holiday"
"2/7/18",5240,22.4375,95.4166666666667,0.795833333333333,0,"Summer","No Holiday"
"2/8/18",20693,33.7416666666667,53.4166666666667,1.5375,0,"Summer","No Holiday"
"2/9/18",26881,24.9875,54.5416666666667,1.50416666666667,0,"Autumn","No Holiday"
"20/01/2018",5576,2.2625,58.4583333333333,1.56666666666667,0,"Winter","No Holiday"
"20/02/2018",7955,1.09583333333333,44.9166666666667,2.45416666666667,0,"Winter","No Holiday"
"20/03/2018",11515,5.04166666666667,40.5833333333333,3.45833333333333,0,"Spring","No Holiday"
"20/04/2018",22593,18.0625,45.7916666666667,1.32083333333333,0,"Spring","No Holiday"
"20/05/2018",27829,17.0625,33.8333333333333,1.3875,0,"Spring","No Holiday"
"20/06/2018",34639,22.6958333333333,67.25,2.4875,0,"Summer","No Holiday"
"20/07/2018",26699,29.4041666666667,63.4166666666667,1.42916666666667,0,"Summer","No Holiday"
"20/08/2018",26827,28.9541666666667,55.7916666666667,1.975,0,"Summer","No Holiday"
"20/09/2018",14282,19.05,80.2083333333333,1.74166666666667,0,"Autumn","No Holiday"
"20/10/2018",25355,13.4083333333333,53.625,1.075,0,"Autumn","No Holiday"
"20/11/2018",19127,6.23333333333333,36.4583333333333,1.8625,0,"Autumn","No Holiday"
"20/12/2017",4568,-4.29166666666667,65.5,1.1125,2.0125,"Winter","No Holiday"
"21/01/2018",4973,0.391666666666667,37.5833333333333,1.13333333333333,0,"Winter","No Holiday"
"21/02/2018",7491,-0.916666666666667,30,2.3375,0,"Winter","No Holiday"
"21/03/2018",7384,2.12916666666667,59.625,1.75,0,"Spring","No Holiday"
"21/04/2018",24404,18.6625,35.3333333333333,1.82916666666667,0,"Spring","No Holiday"
"21/05/2018",31236,17.6875,31.4583333333333,1.4375,0,"Spring","No Holiday"
"21/06/2018",34621,23.6416666666667,60.9583333333333,2.15416666666667,0,"Summer","No Holiday"
"21/07/2018",21283,30.5291666666667,55.25,1.47083333333333,0,"Summer","No Holiday"
"21/08/2018",25133,26.775,70.1666666666667,2.75833333333333,0,"Summer","No Holiday"
"21/09/2018",18266,19.3666666666667,85.5416666666667,1.33333333333333,0,"Autumn","No Holiday"
"21/10/2018",23906,13.3666666666667,50.0833333333333,1.10833333333333,0,"Autumn","No Holiday"
"21/11/2018",15732,6.24583333333333,60.75,1.075,0,"Autumn","No Holiday"
"21/12/2017",5734,-0.845833333333333,73.0833333333333,1.21666666666667,1.62083333333333,"Winter","No Holiday"
"22/01/2018",4503,0.441666666666667,53.2083333333333,1.40833333333333,0.258333333333333,"Winter","No Holiday"
"22/02/2018",7712,0.991666666666667,56,2.07083333333333,0,"Winter","No Holiday"
"22/03/2018",14007,4.85,62.25,2.22916666666667,0,"Spring","No Holiday"
"22/04/2018",6852,16.0333333333333,52.5416666666667,1.06666666666667,0,"Spring","No Holiday"
"22/05/2018",13790,18.1958333333333,60.4583333333333,1.05416666666667,0,"Spring","Holiday"
"22/06/2018",34079,24.6875,47.9166666666667,1.72916666666667,0,"Summer","No Holiday"
"22/07/2018",18563,31.55,50.9166666666667,1.39583333333333,0,"Summer","No Holiday"
"22/08/2018",26072,30.2166666666667,56.75,1.14583333333333,0,"Summer","No Holiday"
"22/09/2018",26398,21.0083333333333,63.4166666666667,1.73333333333333,0,"Autumn","No Holiday"
"22/10/2018",26075,13.9875,49.5416666666667,0.941666666666667,0,"Autumn","No Holiday"
"22/11/2018",16496,2.64583333333333,35.375,2.325,0,"Autumn","No Holiday"
"22/12/2017",7184,2.75833333333333,67.0833333333333,1,0.320833333333333,"Winter","Holiday"
"23/01/2018",3981,-10.9166666666667,44.5416666666667,3.675,0.970833333333333,"Winter","No Holiday"
"23/02/2018",5797,3.95,80.9166666666667,1.91666666666667,1.8625,"Winter","No Holiday"
"23/03/2018",14969,6.075,57.2083333333333,1.9375,0,"Spring","No Holiday"
"23/04/2018",977,9.425,93.7916666666667,2.20833333333333,0,"Spring","No Holiday"
"23/05/2018",27674,17.4541666666667,62,2.7,0,"Spring","No Holiday"
"23/06/2018",31949,24.5708333333333,47.5833333333333,1.94166666666667,0,"Summer","No Holiday"
"23/07/2018",24890,31.6166666666667,52.8333333333333,1.89166666666667,0,"Summer","No Holiday"
"23/08/2018",15958,29.6,58.25,1.6625,0,"Summer","No Holiday"
"23/09/2018",20060,19.4125,54.8333333333333,1.59583333333333,0,"Autumn","Holiday"
"23/10/2018",21601,12.4958333333333,71.625,1.25833333333333,0,"Autumn","No Holiday"
"23/11/2018",16314,1.68333333333333,30.5833333333333,1.49166666666667,0,"Autumn","No Holiday"
"23/12/2017",6624,6.12916666666667,75.5833333333333,1.15833333333333,0,"Winter","No Holiday"
"24/01/2018",3154,-14.0833333333333,30.7916666666667,3.39583333333333,0.820833333333333,"Winter","No Holiday"
"24/02/2018",6356,2.7625,52.6666666666667,2.3125,0,"Winter","No Holiday"
"24/03/2018",12243,7.47916666666667,59.7083333333333,2.20416666666667,0,"Spring","No Holiday"
"24/04/2018",20144,12.1958333333333,65.2083333333333,1.4125,0,"Spring","No Holiday"
"24/05/2018",28781,17.9583333333333,47.0833333333333,2.25833333333333,0,"Spring","No Holiday"
"24/06/2018",27028,25.1458333333333,62.125,1.90416666666667,0,"Summer","No Holiday"
"24/07/2018",24635,31.4333333333333,58.5,1.525,0,"Summer","No Holiday"
"24/08/2018",11658,24.6333333333333,84.5833333333333,2.42916666666667,0,"Summer","No Holiday"
"24/09/2018",17259,17.8208333333333,47.4583333333333,2.15416666666667,0,"Autumn","Holiday"
"24/10/2018",26418,12.575,67.0416666666667,1.27083333333333,0,"Autumn","No Holiday"
"24/11/2018",6477,2.4,69.9166666666667,1.75416666666667,3.27916666666667,"Autumn","No Holiday"
"24/12/2017",2014,3.45833333333333,82.7916666666667,1.825,0,"Winter","Holiday"
"25/01/2018",3113,-14.0041666666667,33.4166666666667,2.87083333333333,0.591666666666667,"Winter","No Holiday"
"25/02/2018",6500,1.91666666666667,39.2916666666667,1.79583333333333,0,"Winter","No Holiday"
"25/03/2018",10963,9.625,65.8333333333333,1.7625,0,"Spring","No Holiday"
"25/04/2018",26285,14.2458333333333,38.7916666666667,1.47083333333333,0,"Spring","No Holiday"
"25/05/2018",29057,19.7541666666667,47.2916666666667,1.7625,0,"Spring","No Holiday"
"25/06/2018",32702,26.7208333333333,58.4583333333333,1.14583333333333,0,"Summer","No Holiday"
"25/07/2018",25918,30.2916666666667,65.1666666666667,2.45416666666667,0,"Summer","No Holiday"
"25/08/2018",27302,25.2166666666667,68.7916666666667,2.55416666666667,0,"Summer","No Holiday"
"25/09/2018",23350,17.4916666666667,48.75,1.1,0,"Autumn","Holiday"
"25/10/2018",27258,13.575,57.7916666666667,0.933333333333333,0,"Autumn","No Holiday"
"25/11/2018",11212,4.8625,76.9583333333333,0.966666666666667,1.725,"Autumn","No Holiday"
"25/12/2017",3966,-2.09166666666667,43.375,2.7,0,"Winter","Holiday"
"26/01/2018",2931,-14.7375,33.9166666666667,2.51666666666667,0.429166666666667,"Winter","No Holiday"
"26/02/2018",9247,2.725,45.9583333333333,1.36666666666667,0,"Winter","No Holiday"
"26/03/2018",13084,10.8,65.5,1.99166666666667,0,"Spring","No Holiday"
"26/04/2018",25670,15.0875,50.0833333333333,1.87083333333333,0,"Spring","No Holiday"
"26/05/2018",28079,21.4791666666667,50.25,1.41666666666667,0,"Spring","No Holiday"
"26/06/2018",5200,22.9041666666667,84.125,2.225,0,"Summer","No Holiday"
"26/07/2018",24915,29.9958333333333,68.9166666666667,1.4375,0,"Summer","No Holiday"
"26/08/2018",19310,23.3083333333333,70.1666666666667,1.3,0,"Summer","No Holiday"
"26/09/2018",28018,19.425,47.625,1.7375,0,"Autumn","No Holiday"
"26/10/2018",13377,12.5166666666667,72.6666666666667,1.66666666666667,0,"Autumn","No Holiday"
"26/11/2018",17162,6.32083333333333,70.5,1.02916666666667,0.120833333333333,"Autumn","No Holiday"
"26/12/2017",5605,-3.26666666666667,43.5833333333333,2.8625,0,"Winter","No Holiday"
"27/01/2018",2693,-10.4291666666667,38.2916666666667,1.53333333333333,0.183333333333333,"Winter","No Holiday"
"27/02/2018",8862,4.00833333333333,47,0.9,0,"Winter","No Holiday"
"27/03/2018",14710,13.0833333333333,60.25,1.6,0,"Spring","No Holiday"
"27/04/2018",25861,15.575,51.7083333333333,1.70416666666667,0,"Spring","No Holiday"
"27/05/2018",28991,20.5875,42.125,1.925,0,"Spring","No Holiday"
"27/06/2018",29755,22.1875,83,1.9625,0,"Summer","No Holiday"
"27/07/2018",23275,30.7625,69.4583333333333,1.7125,0,"Summer","No Holiday"
"27/08/2018",14435,22.425,91,0.8625,0,"Summer","No Holiday"
"27/09/2018",30789,18.7916666666667,47.125,1.2375,0,"Autumn","No Holiday"
"27/10/2018",18398,8.90833333333333,50.0416666666667,3.37083333333333,0,"Autumn","No Holiday"
"27/11/2018",16282,7.06666666666667,68,1.35,0,"Autumn","No Holiday"
"27/12/2017",5351,-6.99583333333333,31.125,1.95416666666667,0,"Winter","No Holiday"
"28/01/2018",2828,-6.03333333333333,34.7083333333333,2.625,0,"Winter","No Holiday"
"28/02/2018",3820,4.85,70.0833333333333,2.10416666666667,0,"Winter","No Holiday"
"28/03/2018",17295,13.9666666666667,65.7083333333333,2.1875,0,"Spring","No Holiday"
"28/04/2018",24940,15.5083333333333,50.5,2.025,0,"Spring","No Holiday"
"28/05/2018",31020,21.9708333333333,40,1.54583333333333,0,"Spring","No Holiday"
"28/06/2018",21647,23.3875,83.4583333333333,1.16666666666667,0,"Summer","No Holiday"
"28/07/2018",16880,29.8208333333333,76.2916666666667,1.24166666666667,0,"Summer","No Holiday"
"28/08/2018",9092,23.8166666666667,91.875,0.9875,0,"Summer","No Holiday"
"28/09/2018",0,17.525,57.2916666666667,1.29583333333333,0,"Autumn","No Holiday"
"28/10/2018",11589,8.4125,75.1666666666667,1.42916666666667,0,"Autumn","No Holiday"
"28/11/2018",16524,5.30416666666667,25.7916666666667,1.69583333333333,0,"Autumn","No Holiday"
"28/12/2017",6594,-2.57916666666667,45.0416666666667,1.35416666666667,0,"Winter","No Holiday"
"29/01/2018",4088,-8.525,36.25,2.72083333333333,0,"Winter","No Holiday"
"29/03/2018",17450,15.5458333333333,66.7916666666667,1.69583333333333,0,"Spring","No Holiday"
"29/04/2018",25349,15.8708333333333,43.125,1.9,0,"Spring","No Holiday"
"29/05/2018",24355,21.5375,66.4166666666667,1.87083333333333,0,"Spring","No Holiday"
"29/06/2018",30297,24.6625,79.25,1.475,0,"Summer","No Holiday"
"29/07/2018",18190,31.225,53.6666666666667,1.24583333333333,0,"Summer","No Holiday"
"29/08/2018",9184,25.0125,86.5833333333333,2.43333333333333,0,"Summer","No Holiday"
"29/09/2018",31447,20.075,55.4166666666667,1.025,0,"Autumn","No Holiday"
"29/10/2018",19877,7.39583333333333,59.25,2.11666666666667,0,"Autumn","No Holiday"
"29/11/2018",16423,3.30416666666667,38,1.2125,0,"Autumn","No Holiday"
"29/12/2017",7663,2.19583333333333,65,1.175,0,"Winter","No Holiday"
"3/1/18",6512,-4.47916666666667,41.1666666666667,2.125,0,"Winter","No Holiday"
"3/10/18",30349,17.2416666666667,59.125,1.2,0,"Autumn","Holiday"
"3/11/18",0,11.2583333333333,56.4583333333333,1.2375,0,"Autumn","No Holiday"
"3/12/17",7222,4.875,81.5416666666667,1.6125,0,"Winter","No Holiday"
"3/2/18",3290,-6.61666666666667,48.9166666666667,3.79583333333333,0.0916666666666667,"Winter","No Holiday"
"3/3/18",12191,7.17916666666667,33.5416666666667,1.59583333333333,0,"Spring","No Holiday"
"3/4/18",21015,17.9583333333333,70.2916666666667,2.1125,0,"Spring","No Holiday"
"3/5/18",21027,11.0166666666667,64.9583333333333,2.78333333333333,0,"Spring","No Holiday"
"3/6/18",29761,23.7125,41.1666666666667,1.69166666666667,0,"Summer","No Holiday"
"3/7/18",29293,27.1166666666667,75.5,0.783333333333333,0,"Summer","No Holiday"
"3/8/18",20794,33.2125,56.125,1.79166666666667,0,"Summer","No Holiday"
"3/9/18",10802,23.6041666666667,82.25,1.0625,0,"Autumn","No Holiday"
"30/01/2018",3360,-5.9125,58.6666666666667,1.25416666666667,0.808333333333333,"Winter","No Holiday"
"30/03/2018",19301,14.6708333333333,55.0416666666667,1.77916666666667,0,"Spring","No Holiday"
"30/04/2018",25462,18.8333333333333,60.375,1.5875,0,"Spring","No Holiday"
"30/05/2018",30372,20.5375,69.75,1.775,0,"Spring","No Holiday"
"30/06/2018",20479,24.35,83.0833333333333,0.9125,0,"Summer","No Holiday"
"30/07/2018",23695,31.5625,50.3333333333333,1.22916666666667,0,"Summer","No Holiday"
"30/08/2018",20959,25.45,81.7083333333333,1.8375,0,"Summer","No Holiday"
"30/09/2018",0,17.9166666666667,53.7916666666667,2.025,0,"Autumn","No Holiday"
"30/10/2018",20822,5.89166666666667,49.8333333333333,1.53333333333333,0,"Autumn","No Holiday"
"30/11/2018",16297,2.7625,47.2083333333333,1.43333333333333,0,"Autumn","No Holiday"
"30/12/2017",4027,1.3125,77.75,0.9375,0,"Winter","No Holiday"
"31/01/2018",3830,-2.1875,57.1666666666667,1.7125,2.7,"Winter","No Holiday"
"31/03/2018",19247,13.9416666666667,54.0416666666667,1.89583333333333,0,"Spring","No Holiday"
"31/05/2018",31681,20.525,61.2083333333333,1.94166666666667,0,"Spring","No Holiday"
"31/07/2018",22897,32.525,49.625,1.38333333333333,0,"Summer","No Holiday"
"31/08/2018",27817,25.5583333333333,67.1666666666667,1.6,0,"Summer","No Holiday"
"31/10/2018",21545,7.52916666666667,55,1.66666666666667,0,"Autumn","No Holiday"
"31/12/2017",3423,0.0875,59.0833333333333,2.32083333333333,0.595833333333333,"Winter","Holiday"
"4/1/18",6453,-4.8,44.125,1.375,0,"Winter","No Holiday"
"4/10/18",0,18.8958333333333,56.8333333333333,1.2875,0,"Autumn","No Holiday"
"4/11/18",20471,11.6666666666667,54.75,1.38333333333333,0,"Autumn","No Holiday"
"4/12/17",8729,-0.304166666666667,52.5,3.45,0,"Winter","No Holiday"
"4/2/18",2487,-9.52083333333333,41,3.0625,0,"Winter","No Holiday"
"4/3/18",4688,9.83333333333333,89,1.22916666666667,0,"Spring","No Holiday"
"4/4/18",19995,13.7375,70.0833333333333,1.825,0,"Spring","No Holiday"
"4/5/18",26670,13.8375,46.8333333333333,2.6875,0,"Spring","No Holiday"
"4/6/18",33257,22.8833333333333,47.6666666666667,1.75833333333333,0,"Summer","No Holiday"
"4/7/18",31781,27.4625,69.3333333333333,1.65833333333333,0,"Summer","No Holiday"
"4/8/18",18363,31.1958333333333,59.0416666666667,2.45416666666667,0,"Summer","No Holiday"
"4/9/18",29529,23.2541666666667,71.625,2.16666666666667,0,"Autumn","No Holiday"
"5/1/18",6967,-2.9125,48.5416666666667,1.65833333333333,0,"Winter","No Holiday"
